image_id,event_name,image_path,damage_severity,informative,humanitarian,disaster_types,model_name,prompt_name,LLM_analysis,refusal_detected,fallback_attempts,damage_severity_prediction,informative_prediction,humanitarian_prediction,disaster_types_prediction
damage_multimodal,damaged_infrastructure/images/earthquake_2017-11-13_19-45-14.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/earthquake_2017-11-13_19-45-14.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
I can analyze this image for you.

This image shows a severely damaged multi-story residential apartment building. Much of the façade has collapsed, with several floors partially destroyed and exposed interiors visible. There is extensive structural damage with concrete and debris scattered on the ground in front of the building. A yellow car is parked in front of the damaged structure, and there appears to be a person walking on the debris-covered street. The damage pattern shows characteristic signs of powerful shaking that has compromised the structural integrity of the building, causing portions of walls and balconies to collapse. The surrounding area also appears affected, with rubble scattered across the roadway. This represents a significant disaster scene with major structural failure typical of earthquake damage.

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
damage_multimodal,non_damage/images/ad_2017-11-25_05-04-49.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-04-49.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
This is not a humanitarian crisis image at all. What you're looking at is a vintage Nintendo advertisement for the Super Nintendo Entertainment System (SNES). 

The image shows a marketing advertisement with the bold text ""WAY COOL"" at the top in large blue-purple gradient letters. Below that, there are several marketing taglines like ""Super colors beat the competition"", ""Power graphics drive excitement"", and ""Way beyond"" among others.

The main visual shows what appears to be a Super Nintendo console with controllers encased in or appearing to break through ice, creating a ""cool"" visual effect to complement the ""Way Cool"" slogan. The Nintendo logo is visible at the bottom of the image.

This is clearly a promotional advertisement from the early 1990s gaming era, designed to market the Super Nintendo as a ""cool"" gaming system. It has nothing to do with disasters, humanitarian crises, or emergency response.

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,916029442559901696_0,data/aidr_disaster_types/human-induced_disaster/5_10_2017/916029442559901696_0.jpg,severe,informative,infrastructure_and_utility_damage,fire,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
I'll analyze this image as requested.

The image shows a firefighter in protective gear working with a hose to extinguish a vehicle fire. There's a vehicle (appears to be a car or SUV) that has been severely damaged by fire. The vehicle looks extensively burned, with visible charred remains and damage throughout the body. The firefighter is actively responding to the incident, spraying water on the burned vehicle. The scene is taking place on what appears to be a roadway, with trees visible in the background. The fire seems to have been extensive, as indicated by the blackened, damaged structure of the vehicle and residual smoke visible in the image.

<labels>
{
  ""disaster_type"": ""fire"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""rescue_volunteering_or_donation_effort""
}
</labels>",No,0,severe,informative,rescue_volunteering_or_donation_effort,fire
ASONAM2017,nepal_eq_severe_im_42274.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_severe_im_42274.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
## Image Analysis

The image shows a clear scene of a significant earthquake aftermath in what appears to be an urban area. There is a dramatic crack or fissure running through the street pavement, with the ground having separated and buckled. The road has been severely damaged with a large rupture several inches wide cutting across the entire visible section of the street.

Multiple people are gathered around the damaged area, observing the destruction. They appear to be local residents or pedestrians who have stopped to look at the damage. The people seem uninjured and are standing at a safe distance from the rupture. Several commercial buildings and storefronts are visible in the background, including what appears to be shops with signage.

The damage is consistent with seismic activity that has caused the ground to shift and fracture. This type of ground rupture is characteristic of a moderate to severe earthquake where fault lines or soil liquefaction has affected the surface infrastructure.

The image is clear and provides good visual evidence of the infrastructure damage caused by what appears to be an earthquake, making it informative for assessing the impact on urban infrastructure.

## Labels
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
damage_multimodal,damaged_infrastructure/images/wreckedcar_2017-02-02_01-11-45.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/wreckedcar_2017-02-02_01-11-45.jpg,severe,informative,infrastructure_and_utility_damage,other_disaster,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
## Analysis

The image shows a severely damaged car in a snowy environment. The vehicle appears to have been burned or damaged by fire, with the front hood and engine compartment showing significant charring and deformation. The car's front end is heavily damaged with exposed metal and burned components. Dark residue and melted materials are visible on the snow beneath the vehicle. 

The car is sitting in a snowy parking area or lot, with what appears to be semi-trucks or large commercial vehicles visible in the background. The scene indicates a vehicle fire or some type of automobile accident that resulted in fire damage. The car appears to be a sedan or similar passenger vehicle, and is now clearly inoperable.

There are no people visible in the image, and the damage appears to be limited to this single vehicle. There are no signs of a larger disaster affecting the surrounding area - this appears to be an isolated vehicle incident.

## Labels
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
CrisisMMD,870145906548539392_0,data/crisismmd/data_image/srilanka_floods/1_6_2017/870145906548539392_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
Looking at this image, I can see a news article from Times of India reporting on cyclone Mora's effects in Rajasthan. The image shows a cloudy, dark sky with what appears to be colorful tents or shelters in the foreground. According to the article, this cyclone brought heavy rainfall and dust storms to northern and western Rajasthan, particularly affecting the Jaipur region. The report mentions that Jaipur received nearly 21 mm of rainfall on Wednesday, with dark clouds leading to showers at noon.

The image appears to be showing the weather conditions during this cyclonic event, with dark storm clouds overhead and what might be temporary shelters or camping tents in the foreground. This is showing the environmental conditions during the cyclone rather than severe destruction.

Based on my analysis, I would classify this as:

<labels>
{
  ""disaster_type"": ""hurricane"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,informative,not_humanitarian,hurricane
aidr_old_data,968177930974257153_0,data/aidr_info/natural_disaster/26_2_2018/968177930974257153_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
## Analysis of the Weather Map

This image is a meteorological map or weather forecast chart, specifically showing a pressure system and atmospheric conditions over what appears to be Europe. The map displays:

- Contour lines (isobars) showing atmospheric pressure patterns
- Color gradients representing different temperature zones (blue for colder regions in the north, yellow/red for warmer areas in the south)
- The word ""BEAST"" prominently displayed with an arrow, likely referring to a weather system (possibly the ""Beast from the East"" cold weather system that affected Europe)
- Date information at the top indicating March 8, 2018
- Various numerical values representing barometric pressure readings

This is a standard meteorological analysis chart used for weather forecasting, not a disaster scene. While it may be showing weather conditions that could potentially lead to severe weather, the image itself is showing predictive meteorological data rather than actual disaster impacts or humanitarian conditions.

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,informative,not_humanitarian,not_disaster
AIDR,907176004959051778_0,data/aidr_disaster_types/security-incidents-activities/11_9_2017/907176004959051778_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
I'll analyze this image carefully for you.

The image shows a coastal area that appears to have been impacted by strong winds and possibly storm surge. There is a person in a pink/reddish top walking on a beach where palm trees are severely bent and damaged. The trees show clear signs of wind damage, with fronds bent in one direction, indicating sustained strong winds. The shoreline appears eroded or disturbed, with debris scattered on the beach. The sky looks overcast and gray, and the water appears choppy. The vegetation looks damaged and scattered across the sandy area. This scene is consistent with the aftermath of a hurricane or tropical storm that has affected a coastal region.

<labels>
{
  ""disaster_type"": ""hurricane"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,hurricane
ASONAM2017,ruby_typhoon_mild_im_22.jpg,data/ASONAM17_Damage_Image_Dataset/ruby_typhoon/ruby_typhoon_mild_im_22.jpg,mild,informative,infrastructure_and_utility_damage,flood,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
## Image Analysis

The image shows a severely flooded street in what appears to be an urban area. The water level is quite high, completely covering the road surface and potentially reaching several inches or even feet in depth. The flooding appears to be affecting what looks like a commercial or residential area, with buildings visible along the sides of the street. 

Yellow barriers or markers can be seen partially submerged in the floodwater, likely placed there to warn about the hazard or mark the street boundaries. The water appears muddy and has visible ripples or currents flowing across the street. The perspective suggests this may be taken from inside a vehicle that is attempting to navigate through the flooded area, as part of the vehicle's door or window frame is visible on the right edge of the image.

Power lines and utility poles are visible above the water. In the distance, some parked vehicles can be seen, potentially at risk from the rising water. The flooding is clearly disrupting normal transportation and posing potential risks to nearby buildings and infrastructure.

This is clearly a flood situation that is causing significant disruption to the urban environment and represents a hazard to people, vehicles, and potentially buildings in the area.

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,flood
AIDR,mudslide/images/google/000320.jpg,data/aidr_disaster_types/landslide_crawled_images_v2/mudslide/images/google/000320.jpg,mild,informative,infrastructure_and_utility_damage,landslide,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
I can see this image shows a rural dirt road that appears to be partially blocked by a landslide or mudslide. There's a steep earthen slope or hillside on the right side of the image that has collapsed, sending soil, rocks and debris onto the road below. The road is muddy with tire tracks visible, suggesting vehicles have attempted to navigate through the affected area. There's some greenery and trees visible on the left side of the image. In the distance, it appears there might be a small figure on the road, though it's difficult to make out clearly. The roadway is clearly compromised, making travel difficult and potentially hazardous.

This appears to be documentation of infrastructure damage caused by a slope failure, likely after heavy rainfall or erosion. The road is still partially usable but significantly impaired by the debris.

<labels>
{
  ""disaster_type"": ""landslide"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,landslide
CrisisMMD,910262263763873792_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910262263763873792_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
I can analyze this social media post for you.

The image shows a social media post from what appears to be a Facebook profile page. The main content of the post contains Arabic text and features a photograph of an extremely congested highway with numerous vehicles stopped in heavy traffic. The traffic jam appears to extend for a considerable distance along what looks like a major highway or freeway. 

The image shows a typical severe traffic congestion situation with cars lined up densely across multiple lanes. This appears to be a standard traffic jam rather than one caused by a disaster or emergency. There is no visible damage to infrastructure, no emergency response vehicles, and no signs of flooding, fire, earthquake damage or other disaster conditions. The highway structure itself appears intact.

The post has received significant engagement with over 9,000 shares and 30,000 reactions according to the counters visible in the interface.

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,930213815102377984_3,data/aidr_disaster_types/natural_disaster/13_11_2017/930213815102377984_3.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
Based on my analysis of the image, I can see a flooded area with standing water covering what appears to be a courtyard or campus-like setting. There are several trees standing in the water, and brick buildings visible in the background. The grassy areas are partially submerged, with water covering what would normally be walkways and green spaces. The flooding appears to be relatively shallow but widespread across the area shown.

The image clearly shows the impact of excessive water on this location, with normal use of the space being disrupted. No people are visible in the image, and there don't appear to be any rescue or response efforts shown. The buildings visible in the background don't show obvious structural damage, though their functionality may be impacted by the surrounding water.

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,flood
AIDR,592228122805858304_1,data/aidr_disaster_types/nepal_earthquake/26_4_2015/592228122805858304_1.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
## Analysis of Disaster Scene

The image shows a collapsed building that has been reduced to rubble and debris in what appears to be an urban residential area. The structure has completely failed, creating a large pile of concrete, rebar, and building materials on the ground.

Surrounding the collapsed structure are several intact apartment buildings with distinctive red/pink roofs and balconies. There appears to be a crowd of people gathered around the collapsed structure, likely emergency responders, local residents, or possibly search and rescue personnel.

The pattern of destruction is consistent with a sudden structural failure. The clean edges of the surrounding buildings compared to the complete collapse of the central structure suggests a localized catastrophic failure rather than widespread damage from a natural disaster affecting the entire area.

This image clearly documents significant infrastructure damage in what seems to be a residential area, showing the aftermath of what could be a building collapse due to structural failure, possibly from an earthquake or construction defect. The presence of people gathered around suggests this is an active emergency response situation.

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
ASONAM2017,road_21188.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/extra_none_ggIM/road_21188.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
Looking at this image, I can see a residential street view taken from inside a vehicle. This appears to be a typical suburban neighborhood with houses visible on both sides of the road. There's a silver vehicle (looks like an SUV or van) with a spare tire on the back driving ahead, and there are other parked cars visible along the street. The houses have small front gardens or yards, some with hedges or fences, which is typical of a residential area. The road appears to be in normal condition without any damage or obstructions. The image shows a clear day with trees visible, some of which appear to be without leaves suggesting it might be winter or early spring.

The date stamp in the corner reads ""12/2/2010 11:04"" indicating this photo was taken in February 2010 (if using DD/MM/YYYY format) or December 2010 (if using MM/DD/YYYY format).

There is no evidence of any disaster, emergency situation, or humanitarian crisis in this image. This is simply a normal residential street scene viewed from inside a car.

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
aidr_old_data,913628422714277888_0,data/aidr_info/human-induced_disaster/29_9_2017/913628422714277888_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_uncertainty,"INITIAL RESPONSE:
Looking at this image, I can see a person wearing athletic attire including a light green long-sleeve shirt and a checkered vest with a yellow zipper. The person is wearing a black visor cap with what appears to be a logo, and a white glove on one hand. They appear to be outdoors, possibly at a sporting event, and seem to be smiling or gesturing. The background is somewhat blurred but shows another figure in the distance. This appears to be a normal sporting scene, possibly golf or another outdoor sport, given the attire.

There is no evidence of any disaster, emergency situation, or humanitarian crisis in this image. The scene depicts what looks like a regular athletic or sporting activity. The environment appears normal with no visible damage to any structures or landscapes. The weather conditions seem clear, and there are no signs of distress or emergency response activities.

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
