image_id,event_name,image_path,damage_severity,informative,humanitarian,disaster_types,model_name,prompt_name,LLM_analysis,refusal_detected,fallback_attempts,damage_severity_prediction,informative_prediction,humanitarian_prediction,disaster_types_prediction
damage_multimodal,damaged_infrastructure/images/earthquake_2017-11-13_19-45-14.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/earthquake_2017-11-13_19-45-14.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a severely damaged multi-story apartment building with collapsed walls, exposed interiors, and significant structural failure. The facade of the building has been destroyed in many sections, with concrete debris scattered on the ground in front of the structure. A yellow car is parked in the foreground, partially covered with dust or debris. There's a person walking on the rubble-strewn street. The extensive pattern of damage to the building is consistent with what would be seen following a major earthquake, with entire sections of the exterior walls missing and floors partially collapsed.

## Classification

```
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly shows the aftermath of what appears to be an earthquake with severe structural damage to residential buildings. The pattern of collapse and widespread damage across multiple floors is characteristic of seismic activity. The image would be valuable for humanitarian response teams to assess the extent of damage to residential infrastructure and plan appropriate relief efforts. The severity of damage indicates that the building is likely uninhabitable and would require significant reconstruction or demolition.",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
damage_multimodal,non_damage/images/ad_2017-11-25_05-04-49.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-04-49.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
After examining this image, I can see this is actually a vintage Nintendo advertisement for what appears to be the Super Nintendo Entertainment System (SNES). The advertisement shows the gaming console and controllers encased in ice or a similarly reflective material, giving it a dramatic presentation. The text reads ""WAY COOL"" in large blue-purple gradient letters at the top, with several marketing slogans like ""Super colors beat the competition,"" ""Power upgrades drive excitement,"" ""Mega titles grab the gamers,"" and ""Super NES. The only way to be."" At the bottom is the Nintendo logo in red.

This is clearly a promotional/marketing image for a video game console and not related to any humanitarian crisis or disaster.

Based on my analysis:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is simply a vintage gaming advertisement showing a stylized presentation of a Nintendo console, with no relation to disasters, humanitarian crises, or emergency situations.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,916029442559901696_0,data/aidr_disaster_types/human-induced_disaster/5_10_2017/916029442559901696_0.jpg,severe,informative,infrastructure_and_utility_damage,fire,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a vehicle fire incident on what appears to be a roadway. A firefighter in protective gear and a yellow helmet is using a hose to extinguish a burning vehicle. The vehicle (appears to be an SUV or minivan) is severely damaged by fire, with the interior completely gutted and charred. Smoke is rising from the vehicle, and there's water on the ground from the firefighting efforts. The incident is taking place during daytime with trees visible in the background. This appears to be the aftermath of a vehicle fire where emergency responders are actively working to contain the situation.

## Classification

```
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image shows a car/vehicle accident with fire, which falls under ""other_disaster"" category. The damage to the vehicle is ""severe"" as it appears completely destroyed by fire and no longer usable. The image is ""informative"" as it clearly documents an emergency incident with response efforts underway. The humanitarian category is ""infrastructure_and_utility_damage"" as it shows damage to a vehicle (which is considered built infrastructure) with emergency response efforts visible.",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
ASONAM2017,nepal_eq_severe_im_42274.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_severe_im_42274.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

This image shows a major road with a large crack running through the pavement, causing significant displacement of the ground. The asphalt has ruptured and created an uneven surface with a clear fault line. People have gathered around the damaged area, observing the destruction. The scene appears to be in an urban setting with buildings visible in the background, including what looks like commercial establishments. The crack in the road indicates substantial ground movement, which is characteristic of earthquake damage. The people in the image seem to be surveying the damage, possibly in the aftermath of the seismic event.

## Classification

```
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly shows the effects of an earthquake with the significant ground rupture in an urban street. The damage to the infrastructure is severe as the road has been completely split and rendered unusable. The image is informative for humanitarian response as it shows the extent of infrastructure damage that would need to be addressed. The humanitarian category is infrastructure damage as it primarily depicts the destruction to a vital transportation route rather than injured people or rescue efforts.",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
damage_multimodal,damaged_infrastructure/images/wreckedcar_2017-02-02_01-11-45.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/wreckedcar_2017-02-02_01-11-45.jpg,severe,informative,infrastructure_and_utility_damage,other_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a severely burned and damaged car in a snowy environment. The front portion of the vehicle appears to have been completely destroyed by fire, with the hood, bumper, and front engine compartment showing significant burn damage. The metal is discolored and warped from extreme heat. The car's frame is still visible but charred, particularly in the front section. The car is sitting in a snowy parking lot or roadside area, with dark burn residue visible on the snow beneath it. In the background, there appears to be a semi-truck and other vehicles.

This appears to be the aftermath of a vehicle fire rather than a large-scale natural disaster. The damage is isolated to the single vehicle, suggesting this was likely an individual incident rather than part of a wider emergency situation.

## Classification

```
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image shows what appears to be a car accident or vehicle fire (classified as ""other_disaster""). The damage to the vehicle is ""severe"" as it has rendered the car completely unusable with significant structural damage from fire. While this is a single-vehicle incident rather than a large-scale disaster, it's still ""informative"" from a documentation perspective. For humanitarian categorization, it falls under ""infrastructure_and_utility_damage"" as it shows damaged personal property/transportation infrastructure.",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
CrisisMMD,870145906548539392_0,data/crisismmd/data_image/srilanka_floods/1_6_2017/870145906548539392_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
Based on the image, I can see a news article from the Times of India reporting on cyclone Mora bringing heavy rainfall to Rajasthan. The image shows dark clouds over an area with what appears to be some tents or temporary shelters in the foreground. There's also a small bird or object flying in the sky. According to the article, Jaipur Met office attributes the sudden rainfall to cyclone Mora, with its effects felt in northern and western Rajasthan. Dark clouds covered Jaipur and nearby regions, causing showers at noon on Wednesday. The report mentions that Jaipur recorded nearly 21 mm of rainfall.

<labels>
{
  ""disaster_type"": ""hurricane"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>

The image shows the effects of cyclone Mora, which falls under the hurricane category in disaster typing (cyclones, hurricanes and typhoons are all similar tropical storm systems). While the image shows dark clouds and reports rainfall, there's no visible infrastructure damage in the photograph - just clouds and what appear to be intact tents. The information is informative as it provides details about a weather event affecting a region, but the specific image doesn't show humanitarian concerns like injuries, major damage, or rescue efforts - it primarily illustrates weather conditions.",No,0,little_or_none,informative,not_humanitarian,hurricane
aidr_old_data,968177930974257153_0,data/aidr_info/natural_disaster/26_2_2018/968177930974257153_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

This image shows a meteorological weather map depicting atmospheric pressure patterns and weather conditions. It appears to be from March 8, 2018 (as indicated by ""Jeudi 8 mars 2018"" at the top). The map displays isobar lines (white contour lines showing equal pressure areas) overlaid on a color-coded temperature or pressure gradient map of Europe and surrounding regions.

The color gradient ranges from deep blue/purple (likely indicating colder temperatures or lower pressure systems) to yellow/red (indicating warmer temperatures or higher pressure). There's a notable weather system labeled ""BEAST"" with an arrow pointing to what appears to be a low-pressure system over Eastern Europe.

This is a standard meteorological forecast map used for weather prediction, showing geopotential height at 500hPa level and surface pressure (as indicated by ""Géop. Z500 & pression au sol"" at the bottom).

## Classification

```json
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is a standard weather map showing forecasted conditions, not an actual disaster event. While severe weather forecasts can be related to potential disasters, this image itself is showing meteorological data visualization rather than an ongoing humanitarian emergency or disaster aftermath.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,907176004959051778_0,data/aidr_disaster_types/security-incidents-activities/11_9_2017/907176004959051778_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a coastal area that appears to have been impacted by a strong storm or hurricane. The scene depicts a beach with sandy terrain and scattered debris. Palm trees in the frame are severely bent and damaged, showing the effects of powerful winds. There's a person walking on the beach wearing a pink/light-colored top and dark shorts, possibly surveying the damage. The landscape shows signs of erosion and damage to vegetation, with uprooted or broken trees and branches scattered across the beach. The sky appears overcast, and the water in the background has a turbulent appearance consistent with storm conditions.

## Classification

```
{
  ""disaster_type"": ""hurricane"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image clearly shows the aftermath of hurricane conditions with the distinctive wind damage to palm trees, coastal erosion, and debris scattered along the shoreline. The damage appears to be mild to moderate - visible but not catastrophic. The image is informative as it shows the extent of environmental damage in a coastal area following a storm event. It falls under infrastructure and utility damage as it shows how the natural coastal environment and vegetation have been affected by the storm.",No,0,mild,informative,infrastructure_and_utility_damage,hurricane
ASONAM2017,ruby_typhoon_mild_im_22.jpg,data/ASONAM17_Damage_Image_Dataset/ruby_typhoon/ruby_typhoon_mild_im_22.jpg,mild,informative,infrastructure_and_utility_damage,flood,claude_sonnet,direct_classification,"INITIAL RESPONSE:
Looking at this image, I can see a severely flooded street or roadway. The water level appears quite high, reaching what looks like several feet deep. The photo seems to be taken from inside a vehicle that is navigating through the floodwaters. Along the side of the street, there are some colorful objects (possibly small barriers or decorative elements) partially submerged in the water. Buildings can be seen on either side of the flooded road, and there are some vehicles visible in the distance. The flowing water has a turbulent surface, indicating it's actively moving through the area.

Based on my analysis, here is my classification:

```
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly shows urban flooding affecting transportation infrastructure. The image would be useful for humanitarian response planning as it shows the extent of flooding in what appears to be a city street, which could help identify areas needing assistance or evacuation. While the flooding is significant, the visible structures don't appear to be completely destroyed, hence the ""mild"" damage severity classification.",No,0,mild,informative,infrastructure_and_utility_damage,flood
AIDR,mudslide/images/google/000320.jpg,data/aidr_disaster_types/landslide_crawled_images_v2/mudslide/images/google/000320.jpg,mild,informative,infrastructure_and_utility_damage,landslide,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I'll analyze this image and provide my assessment as a Humanitarian Crisis Image Analyst.

The image shows a rural dirt road that has been partially blocked by a landslide or mudslide. There's a steep earthen hillside or cliff on the right side with reddish-brown soil that has clearly eroded or collapsed onto the road. Debris including soil, rocks, and stones has fallen and spread across the roadway, making passage difficult. The road appears muddy and shows tire tracks where vehicles have attempted to navigate through the debris. There's green vegetation and trees visible on the left side of the image, suggesting this is in a rural or forested area. The road condition indicates this is a recent event that has disrupted transportation infrastructure.

Based on my analysis, here is the classification:

```
{
  ""disaster_type"": ""landslide"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly shows a landslide/rockfall event that has partially blocked a rural road, creating transportation challenges but not causing complete destruction. The image would be useful for humanitarian response teams assessing access routes and transportation infrastructure affected by the landslide.",No,0,mild,informative,infrastructure_and_utility_damage,landslide
CrisisMMD,910262263763873792_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910262263763873792_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I can see a social media post that contains an image of extremely heavy traffic congestion on what appears to be a multi-lane highway. The image shows hundreds of vehicles densely packed across all lanes, creating what looks like a massive traffic jam. The post is from a profile with the name Ahmed Mansour, and it appears to have accumulated significant engagement with over 30,000 reactions and 9,046 shares. The text in the post appears to be in Arabic.

This image shows an extensive traffic situation, but it doesn't depict a natural disaster or emergency humanitarian crisis. This appears to be a case of severe traffic congestion, which while problematic for those involved, doesn't qualify as a disaster requiring humanitarian response based on the visible evidence.

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>

The image shows what appears to be regular (though extreme) traffic congestion rather than damage from a disaster event. While traffic jams can be inconvenient and sometimes related to evacuations, this particular image doesn't provide evidence of an ongoing humanitarian emergency requiring aid response. It appears to be documenting a traffic situation that, while severe, falls within the category of ordinary urban challenges rather than disaster response scenarios.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,930213815102377984_3,data/aidr_disaster_types/natural_disaster/13_11_2017/930213815102377984_3.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,claude_sonnet,direct_classification,"INITIAL RESPONSE:
# Image Analysis

The image shows a flooded outdoor area, likely on a campus or in a park-like setting. There are several mature trees standing in shallow water that has accumulated across what appears to be normally dry ground. Some brick buildings are visible in the background. The flooding appears to have covered pathways and grassy areas between trees. The water appears relatively shallow but has clearly spread across a significant portion of the area. The ground is soggy with a mix of grass and wet debris.

Based on my assessment, this is a flood event affecting an urban or campus area. While the flooding is significant enough to disrupt normal use of the space, the buildings visible don't appear to show obvious structural damage, and the trees are still standing.

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>

This image shows clear evidence of flooding affecting a developed area, making it informative for humanitarian response. The water has inundated what appears to be a campus or public space, potentially disrupting access and normal activities, though the visible infrastructure doesn't show catastrophic damage.",No,0,mild,informative,infrastructure_and_utility_damage,flood
AIDR,592228122805858304_1,data/aidr_disaster_types/nepal_earthquake/26_4_2015/592228122805858304_1.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Analysis

The image shows a collapsed multi-story building that has completely fallen to the ground, leaving a large pile of concrete debris, twisted metal, and rubble. The collapsed structure is surrounded by several intact apartment buildings with distinctive red/pink roofs. There are numerous people gathered around the disaster site, likely residents, onlookers, and possibly rescue workers. The surrounding buildings appear to be residential apartment complexes that are still standing. This appears to be the aftermath of a structural collapse in what looks like an urban residential area.

## Classification

```
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This appears to be a building collapse disaster, which would fall under ""other_disaster"" as it's not clearly an earthquake (though building collapses can result from earthquakes, there's no evidence of widespread damage to other structures that would typically occur in an earthquake). The damage is ""severe"" as the building has completely collapsed, making it non-livable. The image is ""informative"" as it clearly shows the extent of damage and could be useful for humanitarian response planning. The humanitarian category is ""infrastructure_and_utility_damage"" as it primarily shows damaged built structures rather than injuries or rescue efforts, though people are present around the site.",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
